date,depot,categorie,produit,quantite,prix_unitaire,montant
2024-02-02,Rabat,Biscuiterie,Biscuits fourrés x36,6,115.0,690.0
2024-02-02,Rabat,Biscuiterie,Chocolat tablette 100g x50,25,220.0,5500.0
2024-02-02,Casablanca,Épicerie sucrée,Miel pur 1kg x6,2,330.0,660.0
2024-02-02,Rabat,Laitiers,Lait en poudre 2.5kg,10,168.0,1680.0
2024-02-02,Casablanca,Épicerie sucrée,Miel pur 1kg x6,17,313.5,5329.5
2024-02-02,Rabat,Riz & Pâtes,Pâtes spaghetti 500g x20,5,90.0,450.0
2024-02-02,Rabat,Riz & Pâtes,Riz long grain 25kg,12,285.0,3420.0
2024-02-02,Casablanca,Condiments,Olives vertes 5kg,66,104.5,6897.0
2024-02-03,Casablanca,Conserves,Thon entier à l'huile x24,1,432.0,432.0
2024-02-03,Rabat,Huiles,Huile d'olive extra vierge 1L,20,84.55,1691.0
2024-02-03,Rabat,Biscuiterie,Biscuits fourrés x36,23,115.0,2645.0
2024-02-03,Rabat,Biscuiterie,Gaufrettes chocolat x48,20,134.0,2680.0
2024-02-03,Casablanca,Biscuiterie,Biscuits fourrés x36,5,115.0,575.0
2024-02-03,Casablanca,Conserves,Thon entier à l'huile x24,2,432.0,864.0
2024-02-03,Casablanca,Laitiers,Fromage fondu x48,2,158.0,316.0
2024-02-03,Casablanca,Sucres,Sucre en morceaux 5kg,6,47.0,282.0
2024-02-03,Rabat,Boissons,Eau minérale 1.5L x6 (pack),5,27.0,135.0
2024-02-03,Casablanca,Sucres,Sucre granulé 50kg,5,355.0,1775.0
2024-02-04,Casablanca,Boissons,Soda cola 1L x12,5,99.0,495.0
2024-02-04,Casablanca,Riz & Pâtes,Riz long grain 25kg,2,285.0,570.0
2024-02-04,Casablanca,Épicerie sucrée,Dattes Deglet Nour 5kg,7,245.0,1715.0
2024-02-04,Casablanca,Laitiers,Lait en poudre 2.5kg,2,168.0,336.0
2024-02-04,Casablanca,Huiles,Huile de tournesol 5L,10,92.0,920.0
2024-02-04,Rabat,Thés & Cafés,Thé vert gunpowder 1kg,8,88.0,704.0
2024-02-05,Marrakech,Épicerie sucrée,Confiture abricot 850g x12,3,160.0,480.0
2024-02-05,Marrakech,Légumineuses,Lentilles vertes 1kg x12,14,126.0,1764.0
2024-02-05,Marrakech,Farines,Farine de blé T45 10kg,17,75.0,1275.0
2024-02-05,Casablanca,Condiments,Sel de table 1kg x24,1,46.0,46.0
2024-02-05,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,4,160.0,640.0
2024-02-05,Marrakech,Légumineuses,Haricots blancs 1kg x12,12,122.0,1464.0
2024-02-05,Rabat,Biscuiterie,Biscuits fourrés x36,82,109.25,8958.5
2024-02-05,Casablanca,Conserves,Tomate concentrée 4.5kg x6,71,228.0,16188.0
2024-02-05,Casablanca,Épicerie sucrée,Miel pur 1kg x6,6,330.0,1980.0
2024-02-05,Casablanca,Boissons,Eau minérale 1.5L x6 (pack),27,25.65,692.55
2024-02-05,Casablanca,Boissons,Eau minérale 1.5L x6 (pack),1,27.0,27.0
2024-02-05,Casablanca,Condiments,Vinaigre 1L x12,2,54.0,108.0
2024-02-05,Marrakech,Conserves,Tomate concentrée 4.5kg x6,2,240.0,480.0
2024-02-06,Marrakech,Condiments,Vinaigre 1L x12,4,54.0,216.0
2024-02-06,Casablanca,Légumineuses,Lentilles vertes 1kg x12,6,126.0,756.0
2024-02-06,Rabat,Laitiers,Lait en poudre 2.5kg,8,168.0,1344.0
2024-02-06,Rabat,Riz & Pâtes,Couscous moyen 25kg,4,255.0,1020.0
2024-02-06,Marrakech,Sucres,Sucre en morceaux 5kg,5,47.0,235.0
2024-02-06,Rabat,Conserves,Tomate concentrée 4.5kg x6,1,240.0,240.0
2024-02-06,Rabat,Boissons,Jus d'orange 1L x12,83,105.0,8715.0
2024-02-07,Casablanca,Conserves,Tomate concentrée 4.5kg x6,66,228.0,15048.0
2024-02-07,Rabat,Laitiers,Beurre 200g x40,6,296.0,1776.0
2024-02-07,Casablanca,Biscuiterie,Chocolat tablette 100g x50,80,209.0,16720.0
2024-02-07,Rabat,Huiles,Huile de tournesol 5L,4,92.0,368.0
2024-02-07,Casablanca,Épicerie sucrée,Miel pur 1kg x6,80,313.5,25080.0
2024-02-07,Rabat,Légumineuses,Haricots blancs 1kg x12,3,122.0,366.0
2024-02-07,Marrakech,Épicerie sucrée,Dattes Deglet Nour 5kg,1,245.0,245.0
2024-02-07,Marrakech,Biscuiterie,Gaufrettes chocolat x48,13,134.0,1742.0
2024-02-07,Casablanca,Riz & Pâtes,Riz long grain 25kg,56,270.75,15162.0
2024-02-07,Rabat,Condiments,Épices ras el hanout 500g x10,2,148.0,296.0
2024-02-07,Rabat,Légumineuses,Pois chiches 1kg x12,2,118.0,236.0
2024-02-07,Rabat,Condiments,Épices ras el hanout 500g x10,22,148.0,3256.0
2024-02-07,Casablanca,Condiments,Épices ras el hanout 500g x10,4,148.0,592.0
2024-02-07,Rabat,Épicerie sucrée,Miel pur 1kg x6,28,330.0,9240.0
2024-02-07,Rabat,Épicerie sucrée,Miel pur 1kg x6,4,330.0,1320.0
2024-02-07,Casablanca,Condiments,Épices ras el hanout 500g x10,2,148.0,296.0
2024-02-08,Rabat,Conserves,Sardines à l'huile x50,12,268.0,3216.0
2024-02-08,Rabat,Condiments,Vinaigre 1L x12,4,54.0,216.0
2024-02-08,Casablanca,Laitiers,Lait UHT 1L x12,11,90.0,990.0
2024-02-08,Casablanca,Sucres,Sucre en morceaux 5kg,11,47.0,517.0
2024-02-08,Casablanca,Laitiers,Fromage fondu x48,4,158.0,632.0
2024-02-08,Rabat,Thés & Cafés,Café moulu 1kg,23,125.0,2875.0
2024-02-08,Marrakech,Épicerie sucrée,Dattes Deglet Nour 5kg,34,245.0,8330.0
2024-02-08,Marrakech,Biscuiterie,Biscuits fourrés x36,2,115.0,230.0
2024-02-08,Casablanca,Légumineuses,Haricots blancs 1kg x12,13,122.0,1586.0
2024-02-08,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,7,160.0,1120.0
2024-02-08,Marrakech,Boissons,Eau minérale 1.5L x6 (pack),17,25.65,436.05
2024-02-08,Rabat,Huiles,Huile d'olive extra vierge 1L,7,89.0,623.0
2024-02-08,Rabat,Biscuiterie,Gaufrettes chocolat x48,9,134.0,1206.0
2024-02-08,Marrakech,Thés & Cafés,Café moulu 1kg,23,118.75,2731.25
2024-02-08,Rabat,Laitiers,Lait UHT 1L x12,27,90.0,2430.0
2024-02-08,Casablanca,Laitiers,Beurre 200g x40,7,296.0,2072.0
2024-02-08,Marrakech,Condiments,Vinaigre 1L x12,16,51.3,820.8
2024-02-08,Casablanca,Huiles,Huile d'olive extra vierge 1L,19,89.0,1691.0
2024-02-09,Casablanca,Sucres,Sucre en morceaux 5kg,78,44.65,3482.7
2024-02-09,Casablanca,Légumineuses,Haricots blancs 1kg x12,68,115.9,7881.2
2024-02-09,Rabat,Biscuiterie,Biscuits fourrés x36,7,115.0,805.0
2024-02-09,Casablanca,Thés & Cafés,Thé vert Chunmee 41022 5kg,22,342.0,7524.0
2024-02-09,Marrakech,Conserves,Sardines à l'huile x50,11,268.0,2948.0
2024-02-09,Marrakech,Conserves,Thon entier à l'huile x24,6,432.0,2592.0
2024-02-09,Rabat,Condiments,Sel de table 1kg x24,17,43.7,742.9
2024-02-09,Rabat,Thés & Cafés,Thé vert gunpowder 1kg,6,88.0,528.0
2024-02-09,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,18,152.0,2736.0
2024-02-09,Rabat,Riz & Pâtes,Riz long grain 25kg,3,285.0,855.0
2024-02-10,Casablanca,Légumineuses,Pois chiches 1kg x12,28,112.1,3138.8
2024-02-10,Casablanca,Riz & Pâtes,Riz long grain 25kg,5,285.0,1425.0
2024-02-10,Casablanca,Biscuiterie,Gaufrettes chocolat x48,21,134.0,2814.0
2024-02-10,Casablanca,Conserves,Tomate concentrée 4.5kg x6,23,228.0,5244.0
2024-02-10,Casablanca,Huiles,Huile d'olive extra vierge 1L,14,89.0,1246.0
2024-02-10,Casablanca,Farines,Farine de blé T55 25kg,1,172.0,172.0
2024-02-10,Casablanca,Biscuiterie,Gaufrettes chocolat x48,3,134.0,402.0
2024-02-10,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,3,160.0,480.0
2024-02-10,Casablanca,Condiments,Sel de table 1kg x24,8,46.0,368.0
2024-02-10,Casablanca,Laitiers,Fromage fondu x48,13,158.0,2054.0
2024-02-10,Rabat,Biscuiterie,Chocolat tablette 100g x50,14,220.0,3080.0
2024-02-10,Rabat,Biscuiterie,Biscuits fourrés x36,4,115.0,460.0
2024-02-10,Marrakech,Condiments,Olives vertes 5kg,4,110.0,440.0
2024-02-10,Marrakech,Riz & Pâtes,Riz long grain 25kg,3,285.0,855.0
2024-02-10,Casablanca,Légumineuses,Pois chiches 1kg x12,3,118.0,354.0
2024-02-10,Rabat,Épicerie sucrée,Miel pur 1kg x6,7,330.0,2310.0
2024-02-10,Marrakech,Farines,Farine de blé T55 25kg,3,172.0,516.0
2024-02-10,Casablanca,Boissons,Soda cola 1L x12,3,99.0,297.0
2024-02-11,Casablanca,Boissons,Soda cola 1L x12,3,99.0,297.0
2024-02-11,Casablanca,Boissons,Jus d'orange 1L x12,4,105.0,420.0
2024-02-11,Casablanca,Condiments,Olives vertes 5kg,1,110.0,110.0
2024-02-12,Casablanca,Laitiers,Fromage fondu x48,5,158.0,790.0
2024-02-12,Casablanca,Légumineuses,Haricots blancs 1kg x12,5,122.0,610.0
2024-02-12,Rabat,Légumineuses,Pois chiches 1kg x12,4,118.0,472.0
2024-02-12,Rabat,Épicerie sucrée,Miel pur 1kg x6,23,330.0,7590.0
2024-02-12,Casablanca,Conserves,Tomate concentrée 4.5kg x6,10,240.0,2400.0
2024-02-12,Casablanca,Épicerie sucrée,Miel pur 1kg x6,26,313.5,8151.0
2024-02-12,Casablanca,Thés & Cafés,Thé vert gunpowder 1kg,16,83.6,1337.6
2024-02-12,Casablanca,Condiments,Sel de table 1kg x24,7,46.0,322.0
2024-02-12,Marrakech,Condiments,Vinaigre 1L x12,2,54.0,108.0
2024-02-12,Casablanca,Boissons,Eau minérale 1.5L x6 (pack),8,27.0,216.0
2024-02-12,Casablanca,Conserves,Tomate concentrée 4.5kg x6,78,228.0,17784.0
2024-02-13,Casablanca,Huiles,Huile d'olive extra vierge 1L,2,89.0,178.0
2024-02-13,Rabat,Épicerie sucrée,Confiture abricot 850g x12,8,160.0,1280.0
2024-02-13,Casablanca,Conserves,Tomate concentrée 4.5kg x6,2,240.0,480.0
2024-02-13,Casablanca,Farines,Farine de blé T55 25kg,1,172.0,172.0
2024-02-13,Casablanca,Conserves,Thon entier à l'huile x24,11,432.0,4752.0
2024-02-13,Casablanca,Biscuiterie,Biscuits fourrés x36,3,115.0,345.0
2024-02-13,Casablanca,Conserves,Thon entier à l'huile x24,10,432.0,4320.0
2024-02-13,Casablanca,Farines,Farine de blé T55 25kg,8,172.0,1376.0
2024-02-13,Casablanca,Condiments,Épices ras el hanout 500g x10,2,148.0,296.0
2024-02-13,Marrakech,Boissons,Jus d'orange 1L x12,8,105.0,840.0
2024-02-13,Casablanca,Biscuiterie,Biscuits fourrés x36,3,115.0,345.0
2024-02-13,Rabat,Laitiers,Beurre 200g x40,12,296.0,3552.0
2024-02-13,Rabat,Sucres,Sucre granulé 50kg,1,355.0,355.0
2024-02-13,Rabat,Sucres,Sucre en morceaux 5kg,8,47.0,376.0
2024-02-13,Casablanca,Sucres,Sucre en morceaux 5kg,8,47.0,376.0
2024-02-14,Casablanca,Légumineuses,Lentilles vertes 1kg x12,10,126.0,1260.0
2024-02-14,Marrakech,Condiments,Olives vertes 5kg,6,110.0,660.0
2024-02-14,Rabat,Boissons,Soda cola 1L x12,1,99.0,99.0
2024-02-14,Casablanca,Riz & Pâtes,Couscous moyen 25kg,5,255.0,1275.0
2024-02-14,Rabat,Huiles,Huile d'olive extra vierge 1L,5,89.0,445.0
2024-02-14,Casablanca,Riz & Pâtes,Riz long grain 25kg,13,285.0,3705.0
2024-02-14,Casablanca,Condiments,Olives vertes 5kg,6,110.0,660.0
2024-02-14,Casablanca,Condiments,Épices ras el hanout 500g x10,17,148.0,2516.0
2024-02-14,Casablanca,Laitiers,Lait en poudre 2.5kg,3,168.0,504.0
2024-02-14,Casablanca,Riz & Pâtes,Couscous moyen 25kg,10,255.0,2550.0
2024-02-14,Marrakech,Boissons,Soda cola 1L x12,3,99.0,297.0
2024-02-15,Rabat,Thés & Cafés,Thé vert gunpowder 1kg,10,88.0,880.0
2024-02-15,Rabat,Laitiers,Beurre 200g x40,3,296.0,888.0
2024-02-15,Casablanca,Épicerie sucrée,Dattes Deglet Nour 5kg,1,245.0,245.0
2024-02-15,Marrakech,Boissons,Jus d'orange 1L x12,12,105.0,1260.0
2024-02-15,Marrakech,Conserves,Tomate concentrée 4.5kg x6,5,240.0,1200.0
2024-02-15,Rabat,Riz & Pâtes,Pâtes spaghetti 500g x20,1,90.0,90.0
2024-02-15,Rabat,Légumineuses,Haricots blancs 1kg x12,1,122.0,122.0
2024-02-15,Marrakech,Farines,Farine de blé T55 25kg,5,172.0,860.0
2024-02-15,Rabat,Condiments,Olives vertes 5kg,5,110.0,550.0
2024-02-15,Marrakech,Conserves,Sardines à l'huile x50,10,268.0,2680.0
2024-02-15,Marrakech,Thés & Cafés,Thé vert Chunmee 41022 5kg,9,360.0,3240.0
2024-02-16,Rabat,Légumineuses,Lentilles vertes 1kg x12,6,126.0,756.0
2024-02-16,Rabat,Laitiers,Lait en poudre 2.5kg,8,168.0,1344.0
2024-02-16,Casablanca,Biscuiterie,Gaufrettes chocolat x48,86,127.3,10947.8
2024-02-16,Casablanca,Farines,Farine de blé T55 25kg,5,172.0,860.0
2024-02-16,Casablanca,Conserves,Sardines à l'huile x50,2,268.0,536.0
2024-02-16,Casablanca,Riz & Pâtes,Riz long grain 25kg,3,285.0,855.0
2024-02-16,Marrakech,Épicerie sucrée,Confiture abricot 850g x12,19,160.0,3040.0
2024-02-16,Marrakech,Condiments,Épices ras el hanout 500g x10,3,148.0,444.0
2024-02-16,Rabat,Condiments,Sel de table 1kg x24,18,46.0,828.0
2024-02-16,Marrakech,Épicerie sucrée,Confiture abricot 850g x12,18,152.0,2736.0
2024-02-16,Casablanca,Condiments,Épices ras el hanout 500g x10,10,148.0,1480.0
2024-02-16,Marrakech,Farines,Farine de blé T55 25kg,1,172.0,172.0
2024-02-16,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,13,160.0,2080.0
2024-02-16,Rabat,Conserves,Thon entier à l'huile x24,6,432.0,2592.0
2024-02-16,Rabat,Laitiers,Lait UHT 1L x12,13,90.0,1170.0
2024-02-16,Rabat,Laitiers,Lait UHT 1L x12,12,90.0,1080.0
2024-02-16,Rabat,Conserves,Tomate concentrée 4.5kg x6,4,240.0,960.0
2024-02-17,Casablanca,Riz & Pâtes,Pâtes spaghetti 500g x20,26,85.5,2223.0
2024-02-17,Casablanca,Laitiers,Beurre 200g x40,27,281.2,7592.4
2024-02-17,Rabat,Biscuiterie,Chocolat tablette 100g x50,8,220.0,1760.0
2024-02-17,Casablanca,Condiments,Sel de table 1kg x24,10,46.0,460.0
2024-02-17,Casablanca,Riz & Pâtes,Riz long grain 25kg,17,285.0,4845.0
2024-02-17,Marrakech,Biscuiterie,Biscuits fourrés x36,8,115.0,920.0
2024-02-17,Rabat,Légumineuses,Pois chiches 1kg x12,16,118.0,1888.0
2024-02-17,Casablanca,Conserves,Sardines à l'huile x50,7,268.0,1876.0
2024-02-17,Rabat,Sucres,Sucre granulé 50kg,10,355.0,3550.0
2024-02-17,Rabat,Condiments,Vinaigre 1L x12,6,54.0,324.0
2024-02-17,Casablanca,Condiments,Olives vertes 5kg,20,110.0,2200.0
2024-02-17,Marrakech,Conserves,Sardines à l'huile x50,3,268.0,804.0
2024-02-17,Casablanca,Conserves,Sardines à l'huile x50,3,268.0,804.0
2024-02-17,Casablanca,Laitiers,Lait UHT 1L x12,5,90.0,450.0
2024-02-18,Rabat,Conserves,Sardines à l'huile x50,6,268.0,1608.0
2024-02-18,Marrakech,Condiments,Sel de table 1kg x24,25,43.7,1092.5
2024-02-18,Rabat,Biscuiterie,Gaufrettes chocolat x48,4,134.0,536.0
2024-02-18,Casablanca,Épicerie sucrée,Miel pur 1kg x6,6,330.0,1980.0
2024-02-18,Rabat,Huiles,Huile de tournesol 5L,6,92.0,552.0
2024-02-18,Casablanca,Biscuiterie,Biscuits fourrés x36,7,115.0,805.0
2024-02-19,Casablanca,Riz & Pâtes,Pâtes spaghetti 500g x20,12,90.0,1080.0
2024-02-19,Casablanca,Farines,Farine de blé T55 25kg,4,172.0,688.0
2024-02-19,Rabat,Laitiers,Lait en poudre 2.5kg,2,168.0,336.0
2024-02-19,Rabat,Légumineuses,Lentilles vertes 1kg x12,2,126.0,252.0
2024-02-19,Casablanca,Épicerie sucrée,Dattes Deglet Nour 5kg,5,245.0,1225.0
2024-02-19,Rabat,Riz & Pâtes,Riz long grain 25kg,1,285.0,285.0
2024-02-19,Marrakech,Laitiers,Lait en poudre 2.5kg,11,168.0,1848.0
2024-02-20,Rabat,Épicerie sucrée,Dattes Deglet Nour 5kg,17,232.75,3956.75
2024-02-20,Casablanca,Condiments,Olives vertes 5kg,9,110.0,990.0
2024-02-20,Marrakech,Farines,Farine de blé T55 25kg,5,172.0,860.0
2024-02-20,Rabat,Légumineuses,Haricots blancs 1kg x12,4,122.0,488.0
2024-02-20,Casablanca,Condiments,Olives vertes 5kg,3,110.0,330.0
2024-02-20,Rabat,Légumineuses,Pois chiches 1kg x12,8,118.0,944.0
2024-02-20,Casablanca,Condiments,Sel de table 1kg x24,7,46.0,322.0
2024-02-20,Rabat,Thés & Cafés,Thé vert gunpowder 1kg,5,88.0,440.0
2024-02-20,Marrakech,Épicerie sucrée,Miel pur 1kg x6,2,330.0,660.0
2024-02-20,Rabat,Laitiers,Fromage fondu x48,30,150.1,4503.0
2024-02-20,Rabat,Farines,Farine de blé T55 25kg,5,172.0,860.0
2024-02-20,Rabat,Légumineuses,Lentilles vertes 1kg x12,5,126.0,630.0
2024-02-20,Rabat,Biscuiterie,Gaufrettes chocolat x48,3,134.0,402.0
2024-02-20,Casablanca,Laitiers,Lait UHT 1L x12,4,90.0,360.0
2024-02-21,Rabat,Condiments,Olives vertes 5kg,12,110.0,1320.0
2024-02-21,Rabat,Farines,Farine de blé T45 10kg,9,75.0,675.0
2024-02-21,Marrakech,Laitiers,Lait en poudre 2.5kg,7,168.0,1176.0
2024-02-21,Rabat,Riz & Pâtes,Riz long grain 25kg,2,285.0,570.0
2024-02-21,Rabat,Condiments,Épices ras el hanout 500g x10,8,148.0,1184.0
2024-02-21,Casablanca,Laitiers,Lait en poudre 2.5kg,3,168.0,504.0
2024-02-21,Rabat,Conserves,Tomate concentrée 4.5kg x6,24,240.0,5760.0
2024-02-21,Rabat,Boissons,Eau minérale 1.5L x6 (pack),4,27.0,108.0
2024-02-21,Casablanca,Farines,Farine de blé T45 10kg,30,71.25,2137.5
2024-02-21,Rabat,Riz & Pâtes,Riz long grain 25kg,27,270.75,7310.25
2024-02-21,Rabat,Légumineuses,Pois chiches 1kg x12,8,118.0,944.0
2024-02-21,Casablanca,Sucres,Sucre en morceaux 5kg,77,44.65,3438.05
2024-02-21,Casablanca,Condiments,Vinaigre 1L x12,4,54.0,216.0
2024-02-21,Rabat,Biscuiterie,Chocolat tablette 100g x50,22,209.0,4598.0
2024-02-22,Rabat,Sucres,Sucre en morceaux 5kg,1,47.0,47.0
2024-02-22,Rabat,Riz & Pâtes,Riz long grain 25kg,2,285.0,570.0
2024-02-22,Rabat,Condiments,Olives vertes 5kg,2,110.0,220.0
2024-02-22,Marrakech,Biscuiterie,Chocolat tablette 100g x50,17,220.0,3740.0
2024-02-22,Rabat,Farines,Farine de blé T55 25kg,29,163.4,4738.6
2024-02-22,Marrakech,Biscuiterie,Biscuits fourrés x36,2,115.0,230.0
2024-02-22,Marrakech,Condiments,Vinaigre 1L x12,29,51.3,1487.7
2024-02-22,Rabat,Boissons,Soda cola 1L x12,20,94.05,1881.0
2024-02-22,Casablanca,Légumineuses,Haricots blancs 1kg x12,13,122.0,1586.0
2024-02-22,Casablanca,Farines,Farine de blé T55 25kg,11,172.0,1892.0
2024-02-23,Rabat,Conserves,Tomate concentrée 4.5kg x6,5,240.0,1200.0
2024-02-23,Casablanca,Légumineuses,Pois chiches 1kg x12,1,118.0,118.0
2024-02-23,Rabat,Épicerie sucrée,Dattes Deglet Nour 5kg,10,245.0,2450.0
2024-02-23,Marrakech,Sucres,Sucre granulé 50kg,2,355.0,710.0
2024-02-23,Casablanca,Épicerie sucrée,Dattes Deglet Nour 5kg,4,245.0,980.0
2024-02-23,Rabat,Thés & Cafés,Café moulu 1kg,3,125.0,375.0
2024-02-23,Casablanca,Huiles,Huile de tournesol 5L,23,87.4,2010.2
2024-02-23,Rabat,Huiles,Huile de tournesol 5L,6,92.0,552.0
2024-02-24,Casablanca,Biscuiterie,Gaufrettes chocolat x48,4,134.0,536.0
2024-02-24,Casablanca,Boissons,Jus d'orange 1L x12,27,99.75,2693.25
2024-02-24,Casablanca,Condiments,Olives vertes 5kg,4,110.0,440.0
2024-02-24,Casablanca,Conserves,Thon entier à l'huile x24,7,432.0,3024.0
2024-02-24,Marrakech,Épicerie sucrée,Miel pur 1kg x6,1,330.0,330.0
2024-02-24,Casablanca,Sucres,Sucre granulé 50kg,27,337.25,9105.75
2024-02-24,Marrakech,Sucres,Sucre granulé 50kg,5,355.0,1775.0
2024-02-24,Marrakech,Légumineuses,Lentilles vertes 1kg x12,4,126.0,504.0
2024-02-25,Casablanca,Condiments,Épices ras el hanout 500g x10,1,148.0,148.0
2024-02-26,Marrakech,Laitiers,Lait UHT 1L x12,12,90.0,1080.0
2024-02-26,Rabat,Boissons,Soda cola 1L x12,12,99.0,1188.0
2024-02-26,Marrakech,Sucres,Sucre granulé 50kg,7,355.0,2485.0
2024-02-26,Rabat,Sucres,Sucre en morceaux 5kg,6,47.0,282.0
2024-02-26,Rabat,Condiments,Vinaigre 1L x12,11,54.0,594.0
2024-02-26,Rabat,Thés & Cafés,Thé vert gunpowder 1kg,10,88.0,880.0
2024-02-26,Rabat,Condiments,Olives vertes 5kg,11,110.0,1210.0
2024-02-26,Marrakech,Farines,Farine de blé T55 25kg,14,172.0,2408.0
2024-02-26,Marrakech,Huiles,Huile de tournesol 5L,4,92.0,368.0
2024-02-26,Casablanca,Sucres,Sucre granulé 50kg,1,355.0,355.0
2024-02-26,Rabat,Boissons,Jus d'orange 1L x12,2,105.0,210.0
2024-02-26,Marrakech,Boissons,Jus d'orange 1L x12,2,105.0,210.0
2024-02-26,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,21,160.0,3360.0
2024-02-26,Casablanca,Épicerie sucrée,Dattes Deglet Nour 5kg,7,245.0,1715.0
2024-02-26,Casablanca,Épicerie sucrée,Miel pur 1kg x6,2,330.0,660.0
2024-02-26,Marrakech,Boissons,Soda cola 1L x12,25,94.05,2351.25
2024-02-26,Casablanca,Épicerie sucrée,Confiture abricot 850g x12,41,152.0,6232.0
2024-02-26,Casablanca,Laitiers,Beurre 200g x40,15,296.0,4440.0
2024-02-26,Rabat,Conserves,Tomate concentrée 4.5kg x6,9,240.0,2160.0
2024-02-26,Casablanca,Laitiers,Lait en poudre 2.5kg,27,159.6,4309.2
2024-02-26,Casablanca,Légumineuses,Lentilles vertes 1kg x12,18,126.0,2268.0
2024-02-26,Marrakech,Thés & Cafés,Thé vert Chunmee 41022 5kg,27,360.0,9720.0
2024-02-26,Rabat,Thés & Cafés,Thé vert Chunmee 41022 5kg,8,360.0,2880.0
2024-02-26,Casablanca,Biscuiterie,Gaufrettes chocolat x48,9,134.0,1206.0
2024-02-26,Marrakech,Laitiers,Lait UHT 1L x12,12,90.0,1080.0
2024-02-26,Rabat,Légumineuses,Haricots blancs 1kg x12,4,122.0,488.0
2024-02-26,Marrakech,Condiments,Olives vertes 5kg,5,110.0,550.0
2024-02-26,Casablanca,Thés & Cafés,Thé vert Chunmee 41022 5kg,76,342.0,25992.0
2024-02-26,Marrakech,Condiments,Sel de table 1kg x24,18,43.7,786.6
2024-02-26,Casablanca,Sucres,Sucre granulé 50kg,8,355.0,2840.0
2024-02-26,Marrakech,Légumineuses,Pois chiches 1kg x12,34,118.0,4012.0
2024-02-27,Marrakech,Riz & Pâtes,Couscous moyen 25kg,8,255.0,2040.0
2024-02-27,Rabat,Légumineuses,Lentilles vertes 1kg x12,3,126.0,378.0
2024-02-27,Rabat,Laitiers,Lait UHT 1L x12,2,90.0,180.0
2024-02-27,Rabat,Laitiers,Beurre 200g x40,12,296.0,3552.0
2024-02-27,Marrakech,Épicerie sucrée,Confiture abricot 850g x12,11,160.0,1760.0
2024-02-27,Rabat,Thés & Cafés,Thé vert Chunmee 41022 5kg,16,360.0,5760.0
2024-02-27,Rabat,Légumineuses,Haricots blancs 1kg x12,7,122.0,854.0
2024-02-27,Casablanca,Sucres,Sucre en morceaux 5kg,6,47.0,282.0
2024-02-27,Casablanca,Riz & Pâtes,Pâtes spaghetti 500g x20,5,90.0,450.0
2024-02-27,Rabat,Farines,Farine de blé T55 25kg,16,172.0,2752.0
2024-02-27,Casablanca,Huiles,Huile de tournesol 5L,4,92.0,368.0
2024-02-27,Marrakech,Légumineuses,Lentilles vertes 1kg x12,16,126.0,2016.0
2024-02-27,Rabat,Sucres,Sucre granulé 50kg,3,355.0,1065.0
2024-02-27,Casablanca,Riz & Pâtes,Pâtes spaghetti 500g x20,6,90.0,540.0
2024-02-27,Casablanca,Riz & Pâtes,Couscous moyen 25kg,13,255.0,3315.0
2024-02-27,Casablanca,Thés & Cafés,Thé vert Chunmee 41022 5kg,12,360.0,4320.0
2024-02-28,Marrakech,Épicerie sucrée,Dattes Deglet Nour 5kg,16,245.0,3920.0
2024-02-28,Marrakech,Biscuiterie,Chocolat tablette 100g x50,10,220.0,2200.0
2024-02-28,Marrakech,Sucres,Sucre granulé 50kg,63,355.0,22365.0
2024-02-28,Marrakech,Conserves,Thon entier à l'huile x24,82,432.0,35424.0
2024-02-28,Casablanca,Riz & Pâtes,Pâtes spaghetti 500g x20,3,90.0,270.0
2024-02-28,Casablanca,Épicerie sucrée,Dattes Deglet Nour 5kg,9,245.0,2205.0
2024-02-28,Casablanca,Condiments,Olives vertes 5kg,3,110.0,330.0
2024-02-28,Casablanca,Biscuiterie,Chocolat tablette 100g x50,2,220.0,440.0
2024-02-28,Rabat,Biscuiterie,Gaufrettes chocolat x48,17,134.0,2278.0
2024-02-28,Rabat,Riz & Pâtes,Riz long grain 25kg,4,285.0,1140.0
2024-02-28,Casablanca,Laitiers,Lait en poudre 2.5kg,2,168.0,336.0
2024-02-28,Casablanca,Riz & Pâtes,Riz long grain 25kg,5,285.0,1425.0
2024-02-28,Casablanca,Condiments,Sel de table 1kg x24,8,46.0,368.0
2024-02-28,Marrakech,Légumineuses,Pois chiches 1kg x12,35,112.1,3923.5
2024-02-28,Rabat,Condiments,Olives vertes 5kg,8,110.0,880.0
2024-02-28,Casablanca,Boissons,Soda cola 1L x12,10,99.0,990.0
2024-02-28,Rabat,Biscuiterie,Gaufrettes chocolat x48,11,134.0,1474.0
2024-02-28,Casablanca,Biscuiterie,Gaufrettes chocolat x48,2,134.0,268.0
2024-02-28,Rabat,Huiles,Huile d'olive extra vierge 1L,5,89.0,445.0
2024-02-28,Casablanca,Légumineuses,Pois chiches 1kg x12,5,118.0,590.0
2024-02-29,Casablanca,Huiles,Huile d'olive extra vierge 1L,13,89.0,1157.0
